Date,Day,Lane-1,Lane-2,Lane-3,Lane-4,Month,Time,Year
8,Saturday,30,10,15,21,July,8:00,2020
8,Saturday,16,11,11,23,July,9:00,2020
8,Saturday,33,11,23,21,July,10:00,2020
8,Saturday,21,12,30,24,July,11:00,2020
8,Saturday,32,30,40,16,July,12:00,2020
8,Saturday,24,27,39,20,July,13:00,2020
8,Saturday,34,13,40,17,July,14:00,2020
8,Saturday,18,35,21,20,July,15:00,2020
8,Saturday,26,13,14,16,July,16:00,2020
8,Saturday,24,24,16,19,July,17:00,2020
8,Saturday,15,12,18,24,July,18:00,2020
8,Saturday,22,24,20,18,July,19:00,2020
8,Saturday,24,11,37,21,July,20:00,2020
8,Saturday,19,18,22,25,July,21:00,2020
8,Saturday,28,23,32,22,July,22:00,2020
8,Saturday,27,27,38,20,July,23:00,2020
9,Sunday,6,4,4,7,July,0:00,2020
9,Sunday,2,6,8,0,July,1:00,2020
9,Sunday,2,3,0,0,July,2:00,2020
9,Sunday,0,2,0,2,July,3:00,2020
9,Sunday,1,8,7,5,July,4:00,2020
9,Sunday,5,3,2,1,July,5:00,2020
9,Sunday,5,0,6,4,July,6:00,2020
9,Sunday,0,7,8,6,July,7:00,2020
9,Sunday,22,27,25,19,July,8:00,2020
9,Sunday,18,24,34,23,July,9:00,2020
9,Sunday,33,33,19,25,July,10:00,2020
9,Sunday,32,15,16,25,July,11:00,2020
9,Sunday,18,10,21,24,July,12:00,2020
9,Sunday,20,12,25,20,July,13:00,2020
9,Sunday,23,22,32,20,July,14:00,2020
9,Sunday,31,14,26,24,July,15:00,2020
9,Sunday,31,14,35,16,July,16:00,2020
9,Sunday,35,32,24,22,July,17:00,2020
9,Sunday,26,15,35,24,July,18:00,2020
9,Sunday,32,17,40,16,July,19:00,2020
9,Sunday,34,10,39,19,July,20:00,2020
9,Sunday,31,10,29,16,July,21:00,2020
9,Sunday,28,20,28,17,July,22:00,2020
9,Sunday,31,23,29,21,July,23:00,2020
10,Monday,6,3,7,1,July,0:00,2020
10,Monday,5,2,2,7,July,1:00,2020
10,Monday,2,3,1,4,July,2:00,2020
10,Monday,4,4,0,4,July,3:00,2020
10,Monday,5,2,1,7,July,4:00,2020
10,Monday,1,6,4,8,July,5:00,2020
10,Monday,6,2,1,8,July,6:00,2020
10,Monday,6,0,0,8,July,7:00,2020
10,Monday,23,16,35,19,July,8:00,2020
10,Monday,16,22,29,19,July,9:00,2020
10,Monday,26,16,13,24,July,10:00,2020
10,Monday,15,27,39,21,July,11:00,2020
10,Monday,30,14,26,18,July,12:00,2020
10,Monday,24,11,23,23,July,13:00,2020
10,Monday,25,34,12,16,July,14:00,2020
10,Monday,33,17,14,21,July,15:00,2020
10,Monday,19,19,16,23,July,16:00,2020
10,Monday,18,13,28,23,July,17:00,2020
10,Monday,35,19,28,17,July,18:00,2020
10,Monday,34,29,28,17,July,19:00,2020
10,Monday,25,14,11,20,July,20:00,2020
10,Monday,19,35,20,24,July,21:00,2020
10,Monday,16,11,22,16,July,22:00,2020
10,Monday,18,19,39,20,July,23:00,2020
11,Tuesday,0,7,8,3,July,0:00,2020
11,Tuesday,2,0,4,8,July,1:00,2020
11,Tuesday,4,1,4,3,July,2:00,2020
11,Tuesday,7,1,5,6,July,3:00,2020
11,Tuesday,3,5,8,0,July,4:00,2020
11,Tuesday,0,5,1,8,July,5:00,2020
11,Tuesday,8,8,1,2,July,6:00,2020
11,Tuesday,3,4,8,6,July,7:00,2020
11,Tuesday,16,10,10,22,July,8:00,2020
11,Tuesday,21,14,13,18,July,9:00,2020
11,Tuesday,15,21,24,19,July,10:00,2020
11,Tuesday,28,31,18,20,July,11:00,2020
11,Tuesday,29,23,23,19,July,12:00,2020
11,Tuesday,27,33,21,24,July,13:00,2020
11,Tuesday,35,35,20,18,July,14:00,2020
11,Tuesday,22,28,19,22,July,15:00,2020
11,Tuesday,35,29,15,20,July,16:00,2020
11,Tuesday,22,26,40,17,July,17:00,2020
11,Tuesday,35,12,31,20,July,18:00,2020
11,Tuesday,29,34,37,23,July,19:00,2020
11,Tuesday,24,10,36,16,July,20:00,2020
11,Tuesday,31,18,26,23,July,21:00,2020
11,Tuesday,33,10,30,19,July,22:00,2020
11,Tuesday,21,17,26,21,July,23:00,2020
12,Wednesday,5,2,6,3,July,0:00,2020
12,Wednesday,6,1,3,4,July,1:00,2020
12,Wednesday,8,4,2,2,July,2:00,2020
12,Wednesday,7,1,1,7,July,3:00,2020
12,Wednesday,4,1,5,6,July,4:00,2020
12,Wednesday,2,6,7,0,July,5:00,2020
12,Wednesday,3,3,6,8,July,6:00,2020
12,Wednesday,6,1,8,3,July,7:00,2020
12,Wednesday,34,19,20,23,July,8:00,2020
12,Wednesday,22,20,29,18,July,9:00,2020
12,Wednesday,34,23,33,25,July,10:00,2020
12,Wednesday,35,32,19,25,July,11:00,2020
12,Wednesday,33,10,14,18,July,12:00,2020
12,Wednesday,20,19,21,18,July,13:00,2020
12,Wednesday,21,32,35,18,July,14:00,2020
12,Wednesday,32,28,18,18,July,15:00,2020
12,Wednesday,23,27,33,16,July,16:00,2020
12,Wednesday,25,13,32,22,July,17:00,2020
12,Wednesday,34,33,38,20,July,18:00,2020
12,Wednesday,19,10,14,17,July,19:00,2020
12,Wednesday,30,18,37,16,July,20:00,2020
12,Wednesday,17,19,31,17,July,21:00,2020
12,Wednesday,29,21,38,20,July,22:00,2020
12,Wednesday,34,24,19,21,July,23:00,2020
13,Thursday,2,6,4,5,July,0:00,2020
13,Thursday,0,1,3,6,July,1:00,2020
13,Thursday,2,4,5,7,July,2:00,2020
13,Thursday,6,2,2,7,July,3:00,2020
13,Thursday,5,3,4,5,July,4:00,2020
13,Thursday,7,6,5,6,July,5:00,2020
13,Thursday,1,1,4,3,July,6:00,2020
13,Thursday,3,5,1,1,July,7:00,2020
13,Thursday,23,12,17,23,July,8:00,2020
13,Thursday,33,25,39,17,July,9:00,2020
13,Thursday,29,20,37,16,July,10:00,2020
13,Thursday,16,22,28,21,July,11:00,2020
13,Thursday,28,10,36,16,July,12:00,2020
13,Thursday,27,18,27,22,July,13:00,2020
13,Thursday,32,31,27,20,July,14:00,2020
13,Thursday,21,24,19,23,July,15:00,2020
13,Thursday,32,13,28,22,July,16:00,2020
13,Thursday,29,22,27,21,July,17:00,2020
13,Thursday,31,20,39,23,July,18:00,2020
13,Thursday,15,25,35,16,July,19:00,2020
13,Thursday,28,17,29,22,July,20:00,2020
13,Thursday,26,25,14,21,July,21:00,2020
13,Thursday,17,24,15,22,July,22:00,2020
13,Thursday,35,12,20,20,July,23:00,2020
14,Friday,3,3,1,0,July,0:00,2020
14,Friday,1,7,2,8,July,1:00,2020
14,Friday,0,7,1,2,July,2:00,2020
14,Friday,3,3,1,6,July,3:00,2020
14,Friday,3,8,2,7,July,4:00,2020
14,Friday,4,7,0,7,July,5:00,2020
14,Friday,0,8,0,7,July,6:00,2020
14,Friday,6,6,6,7,July,7:00,2020
14,Friday,26,33,10,18,July,8:00,2020
14,Friday,21,34,36,20,July,9:00,2020
14,Friday,28,15,24,24,July,10:00,2020
14,Friday,30,15,35,16,July,11:00,2020
14,Friday,16,29,13,21,July,12:00,2020
14,Friday,15,17,28,21,July,13:00,2020
14,Friday,15,35,19,22,July,14:00,2020
14,Friday,18,29,25,22,July,15:00,2020
14,Friday,24,24,25,21,July,16:00,2020
14,Friday,23,28,32,24,July,17:00,2020
14,Friday,31,19,26,16,July,18:00,2020
14,Friday,24,35,21,17,July,19:00,2020
14,Friday,17,25,19,22,July,20:00,2020
14,Friday,21,27,14,17,July,21:00,2020
14,Friday,18,25,32,16,July,22:00,2020
14,Friday,18,25,32,16,July,23:00,2020
15,Saturday,3,3,5,0,July,0:00,2020
15,Saturday,1,5,0,1,July,1:00,2020
15,Saturday,3,2,8,8,July,2:00,2020
15,Saturday,6,4,0,1,July,3:00,2020
15,Saturday,0,2,6,5,July,4:00,2020
15,Saturday,5,8,4,5,July,5:00,2020
15,Saturday,1,1,2,5,July,6:00,2020
15,Saturday,5,5,3,6,July,7:00,2020
15,Saturday,23,16,39,16,July,8:00,2020
15,Saturday,35,27,30,17,July,9:00,2020
15,Saturday,15,16,20,23,July,10:00,2020
15,Saturday,28,25,39,23,July,11:00,2020
15,Saturday,17,24,26,25,July,12:00,2020
15,Saturday,20,15,20,23,July,13:00,2020
15,Saturday,17,12,18,24,July,14:00,2020
15,Saturday,29,22,35,24,July,15:00,2020
15,Saturday,15,16,26,24,July,16:00,2020
15,Saturday,33,34,15,22,July,17:00,2020
15,Saturday,34,15,39,25,July,18:00,2020
15,Saturday,16,15,10,25,July,19:00,2020
15,Saturday,32,15,27,16,July,20:00,2020
15,Saturday,15,18,39,17,July,21:00,2020
15,Saturday,33,10,23,24,July,22:00,2020
15,Saturday,35,11,12,20,July,23:00,2020
16,Sunday,8,0,7,4,July,0:00,2020
16,Sunday,2,4,4,5,July,1:00,2020
16,Sunday,3,3,4,3,July,2:00,2020
16,Sunday,7,5,5,8,July,3:00,2020
16,Sunday,8,5,2,4,July,4:00,2020
16,Sunday,2,4,7,6,July,5:00,2020
16,Sunday,6,5,6,5,July,6:00,2020
16,Sunday,7,0,1,8,July,7:00,2020
16,Sunday,26,27,31,23,July,8:00,2020
16,Sunday,18,28,21,17,July,9:00,2020
16,Sunday,16,23,11,19,July,10:00,2020
16,Sunday,28,21,19,18,July,11:00,2020
16,Sunday,31,26,16,22,July,12:00,2020
16,Sunday,25,25,17,19,July,13:00,2020
16,Sunday,32,20,11,17,July,14:00,2020
16,Sunday,24,14,13,25,July,15:00,2020
16,Sunday,30,24,14,21,July,16:00,2020
16,Sunday,22,19,19,19,July,17:00,2020
16,Sunday,23,17,25,24,July,18:00,2020
16,Sunday,35,20,18,17,July,19:00,2020
16,Sunday,34,35,24,17,July,20:00,2020
16,Sunday,30,10,17,18,July,21:00,2020
16,Sunday,16,20,16,16,July,22:00,2020
16,Sunday,16,33,28,21,July,23:00,2020
17,Monday,1,8,4,0,July,0:00,2020
17,Monday,3,2,2,8,July,1:00,2020
17,Monday,3,8,1,6,July,2:00,2020
17,Monday,4,7,8,7,July,3:00,2020
17,Monday,1,3,7,0,July,4:00,2020
17,Monday,3,5,3,1,July,5:00,2020
17,Monday,8,2,1,3,July,6:00,2020
17,Monday,1,6,2,7,July,7:00,2020
17,Monday,23,25,15,18,July,8:00,2020
17,Monday,18,26,35,19,July,9:00,2020
17,Monday,16,15,12,20,July,10:00,2020
17,Monday,19,13,19,25,July,11:00,2020
17,Monday,28,20,10,18,July,12:00,2020
17,Monday,35,15,28,16,July,13:00,2020
17,Monday,17,17,25,18,July,14:00,2020
17,Monday,15,32,17,16,July,15:00,2020
17,Monday,26,11,24,20,July,16:00,2020
17,Monday,17,25,16,24,July,17:00,2020
17,Monday,28,10,26,21,July,18:00,2020
17,Monday,33,10,11,24,July,19:00,2020
17,Monday,16,25,20,23,July,20:00,2020
17,Monday,19,35,34,19,July,21:00,2020
17,Monday,27,12,33,24,July,22:00,2020
17,Monday,18,29,23,19,July,23:00,2020
18,Tuesday,4,5,2,2,July,0:00,2020
18,Tuesday,1,4,7,1,July,1:00,2020
18,Tuesday,4,5,7,8,July,2:00,2020
18,Tuesday,7,3,8,7,July,3:00,2020
18,Tuesday,5,7,1,5,July,4:00,2020
18,Tuesday,2,7,0,6,July,5:00,2020
18,Tuesday,2,7,6,7,July,6:00,2020
18,Tuesday,2,6,1,1,July,7:00,2020
18,Tuesday,24,28,18,20,July,8:00,2020
18,Tuesday,18,34,35,20,July,9:00,2020
18,Tuesday,16,12,18,17,July,10:00,2020
18,Tuesday,23,33,30,22,July,11:00,2020
18,Tuesday,25,29,12,17,July,12:00,2020
18,Tuesday,22,33,23,25,July,13:00,2020
18,Tuesday,26,16,29,21,July,14:00,2020
18,Tuesday,24,15,15,18,July,15:00,2020
18,Tuesday,17,24,14,24,July,16:00,2020
18,Tuesday,35,13,33,19,July,17:00,2020
18,Tuesday,15,16,24,20,July,18:00,2020
18,Tuesday,35,30,15,25,July,19:00,2020
18,Tuesday,24,24,32,17,July,20:00,2020
18,Tuesday,23,21,19,22,July,21:00,2020
18,Tuesday,17,20,11,16,July,22:00,2020
18,Tuesday,19,17,33,17,July,23:00,2020
19,Wednesday,2,3,7,6,July,0:00,2020
19,Wednesday,3,2,4,6,July,1:00,2020
19,Wednesday,1,0,3,1,July,2:00,2020
19,Wednesday,2,4,6,2,July,3:00,2020
19,Wednesday,0,8,5,3,July,4:00,2020
19,Wednesday,0,6,6,2,July,5:00,2020
19,Wednesday,5,3,0,0,July,6:00,2020
19,Wednesday,1,8,5,4,July,7:00,2020
19,Wednesday,33,18,24,20,July,8:00,2020
19,Wednesday,18,28,11,22,July,9:00,2020
19,Wednesday,26,16,39,21,July,10:00,2020
19,Wednesday,29,11,14,19,July,11:00,2020
19,Wednesday,35,22,29,24,July,12:00,2020
19,Wednesday,20,23,37,21,July,13:00,2020
19,Wednesday,30,21,37,23,July,14:00,2020
19,Wednesday,15,32,21,21,July,15:00,2020
19,Wednesday,29,27,21,16,July,16:00,2020
19,Wednesday,33,26,38,24,July,17:00,2020
19,Wednesday,25,26,14,23,July,18:00,2020
19,Wednesday,31,14,26,25,July,19:00,2020
19,Wednesday,32,30,40,18,July,20:00,2020
19,Wednesday,19,30,35,24,July,21:00,2020
19,Wednesday,35,20,31,23,July,22:00,2020
19,Wednesday,19,29,32,25,July,23:00,2020
20,Thursday,8,2,3,7,July,0:00,2020
20,Thursday,6,7,8,6,July,1:00,2020
20,Thursday,0,2,2,8,July,2:00,2020
20,Thursday,8,2,2,5,July,3:00,2020
20,Thursday,2,3,6,1,July,4:00,2020
20,Thursday,1,5,7,7,July,5:00,2020
20,Thursday,3,7,1,5,July,6:00,2020
20,Thursday,6,3,2,6,July,7:00,2020
20,Thursday,35,11,39,22,July,8:00,2020
20,Thursday,31,20,28,17,July,9:00,2020
20,Thursday,34,23,28,25,July,10:00,2020
20,Thursday,30,20,39,21,July,11:00,2020
20,Thursday,25,18,39,21,July,12:00,2020
20,Thursday,32,29,35,20,July,13:00,2020
20,Thursday,26,23,10,21,July,14:00,2020
20,Thursday,16,35,37,22,July,15:00,2020
20,Thursday,30,16,37,20,July,16:00,2020
20,Thursday,27,11,16,20,July,17:00,2020
20,Thursday,18,24,20,24,July,18:00,2020
20,Thursday,28,29,12,22,July,19:00,2020
20,Thursday,24,19,25,22,July,20:00,2020
20,Thursday,33,13,26,17,July,21:00,2020
20,Thursday,15,21,26,21,July,22:00,2020
20,Thursday,33,18,26,24,July,23:00,2020
21,Friday,4,3,4,2,July,0:00,2020
21,Friday,5,4,7,4,July,1:00,2020
21,Friday,0,0,0,1,July,2:00,2020
21,Friday,3,7,6,4,July,3:00,2020
21,Friday,1,5,1,0,July,4:00,2020
21,Friday,1,4,3,5,July,5:00,2020
21,Friday,7,6,4,5,July,6:00,2020
21,Friday,3,5,2,5,July,7:00,2020
21,Friday,21,20,25,24,July,8:00,2020
21,Friday,17,20,37,22,July,9:00,2020
21,Friday,30,27,32,23,July,10:00,2020
21,Friday,30,22,30,19,July,11:00,2020
21,Friday,28,33,25,21,July,12:00,2020
21,Friday,26,27,34,16,July,13:00,2020
21,Friday,16,31,28,21,July,14:00,2020
21,Friday,19,19,26,25,July,15:00,2020
21,Friday,31,19,33,21,July,16:00,2020
21,Friday,28,25,29,20,July,17:00,2020
21,Friday,16,35,34,18,July,18:00,2020
21,Friday,33,28,25,24,July,19:00,2020
21,Friday,18,23,20,20,July,20:00,2020
21,Friday,22,24,14,18,July,21:00,2020
21,Friday,19,24,22,23,July,22:00,2020
21,Friday,15,35,39,25,July,23:00,2020
22,Saturday,5,6,4,1,July,0:00,2020
22,Saturday,1,1,4,6,July,1:00,2020
22,Saturday,1,8,7,5,July,2:00,2020
22,Saturday,6,4,6,3,July,3:00,2020
22,Saturday,0,8,1,5,July,4:00,2020
22,Saturday,3,3,5,8,July,5:00,2020
22,Saturday,3,0,2,6,July,6:00,2020
22,Saturday,6,1,3,8,July,7:00,2020
22,Saturday,19,22,18,25,July,8:00,2020
22,Saturday,19,35,28,21,July,9:00,2020
22,Saturday,28,28,14,17,July,10:00,2020
22,Saturday,19,33,36,20,July,11:00,2020
22,Saturday,29,19,14,21,July,12:00,2020
22,Saturday,22,21,34,22,July,13:00,2020
22,Saturday,31,27,39,18,July,14:00,2020
22,Saturday,18,16,31,19,July,15:00,2020
22,Saturday,32,17,33,16,July,16:00,2020
22,Saturday,15,18,35,25,July,17:00,2020
22,Saturday,28,33,18,25,July,18:00,2020
22,Saturday,31,34,15,23,July,19:00,2020
22,Saturday,17,24,26,22,July,20:00,2020
22,Saturday,31,30,40,24,July,21:00,2020
22,Saturday,28,32,36,23,July,22:00,2020
22,Saturday,19,11,39,19,July,23:00,2020
23,Sunday,7,3,2,6,July,0:00,2020
23,Sunday,2,7,3,0,July,1:00,2020
23,Sunday,5,8,5,0,July,2:00,2020
23,Sunday,3,8,5,8,July,3:00,2020
23,Sunday,7,6,5,1,July,4:00,2020
23,Sunday,1,0,2,7,July,5:00,2020
23,Sunday,6,0,5,7,July,6:00,2020
23,Sunday,4,5,0,1,July,7:00,2020
23,Sunday,23,34,39,25,July,8:00,2020
23,Sunday,31,24,15,20,July,9:00,2020
23,Sunday,20,10,25,25,July,10:00,2020
23,Sunday,19,21,33,23,July,11:00,2020
23,Sunday,18,34,34,24,July,12:00,2020
23,Sunday,25,25,19,17,July,13:00,2020
23,Sunday,18,27,28,22,July,14:00,2020
23,Sunday,29,14,12,23,July,15:00,2020
23,Sunday,33,11,17,22,July,16:00,2020
23,Sunday,25,10,15,21,July,17:00,2020
23,Sunday,19,32,37,22,July,18:00,2020
23,Sunday,24,32,22,18,July,19:00,2020
23,Sunday,16,14,29,17,July,20:00,2020
23,Sunday,23,31,40,25,July,21:00,2020
23,Sunday,25,23,33,25,July,22:00,2020
23,Sunday,21,17,39,25,July,23:00,2020
24,Monday,1,1,3,1,July,0:00,2020
24,Monday,5,0,7,5,July,1:00,2020
24,Monday,0,0,6,2,July,2:00,2020
24,Monday,4,3,0,3,July,3:00,2020
24,Monday,4,5,7,7,July,4:00,2020
24,Monday,2,7,8,6,July,5:00,2020
24,Monday,3,2,6,5,July,6:00,2020
24,Monday,7,4,8,1,July,7:00,2020
24,Monday,34,24,13,23,July,8:00,2020
24,Monday,31,23,30,20,July,9:00,2020
24,Monday,18,13,21,25,July,10:00,2020
24,Monday,19,19,25,24,July,11:00,2020
24,Monday,28,27,29,19,July,12:00,2020
24,Monday,17,23,27,19,July,13:00,2020
24,Monday,27,18,21,23,July,14:00,2020
24,Monday,30,21,25,23,July,15:00,2020
24,Monday,33,17,36,19,July,16:00,2020
24,Monday,35,34,25,25,July,17:00,2020
24,Monday,19,31,38,22,July,18:00,2020
24,Monday,24,24,26,22,July,19:00,2020
24,Monday,16,33,32,16,July,20:00,2020
24,Monday,34,10,21,16,July,21:00,2020
24,Monday,16,11,10,19,July,22:00,2020
24,Monday,18,29,37,19,July,23:00,2020
25,Tuesday,8,3,4,4,July,0:00,2020
25,Tuesday,2,6,0,2,July,1:00,2020
25,Tuesday,4,1,3,0,July,2:00,2020
25,Tuesday,7,7,8,4,July,3:00,2020
